PMID,Journal/Book,Publication_Year,DOI,Type,Subtype,Route,Sub-route,Size_Group,Charge_Group,Shape,Coating,Coating_Number,Loading,Loading_Number,Dose_(mg/kg),Dose_Group,IC50 ,Delivery_Efficiency_(%ID/g),Delivery_Efficiency,Distribution Half-life_(h),Tumor_model,Cancer_type,No._Days_dosing,No._Days_dosing_grouped,Tumor_Vol_Reduction_(%),Off_target_1_accumulation_(%),Off_target_2_accumulation_(%),Off_target_3_accumulation_(%),Off_target_1_accumulation,Off_target_2_accumulation,Off_target_3_accumulation,Combined_Therapy1,Combined_Therapy2,Combined_Therapy3,Combined_Therapy_Grouped,Study strategy,Imaging_1,Imaging_2,Imaging_3,Imaging_4
28187393,Biomaterials,2017,10.1016/j.biomaterials.2017.01.043,Inorganic,Iron_oxide,Systemic,IV,2,NA,Spherical,Polymer,>1,None,None,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Liver,2,Multiple,93.23743942,NA,NA,NA,NA,NA,NA,Magnetic Hyperthermia,None,None,Single,Therapy,None,None,None,None
28206771,Nano Lett,2017,10.1021/acs.nanolett.6b04865,Inorganic,Iron_oxide,Systemic,IV,2,NA,Spherical,Polymer,1,None,None,NA,NA,NA,NA,NA,1,Xenograft heterotopic,Breast,1,Single,NA,NA,NA,NA,Liver,Spleen,NA,None,None,None,None,Diagnostic,Other,None,None,None
28256824,ACS Appl Mater Interfaces,2017,10.1021/acsami.7b00490,Inorganic,Iron_oxide,Systemic,IV,2,NA,Spherical,Proteins,>1,None,None,NA,NA,NA,NA,NA,NA,Allograft heterotopic,Breast,1,Single,100,NA,NA,NA,Liver,Spleen,Lung,Photothermal therapy,None,None,Single,Theragnostic,MRI,Fluorescence,None,None
28263051,ACS Appl Mater Interfaces,2017,10.1021/acsami.6b16486,Inorganic,Gold,Systemic,IV,3,Negative,Spherical,Polymer,>1,Drugs,1,NA,NA,NA,28.77,Yes,1,Allograft heterotopic,Breast,2,Multiple,100,81.06,34.13,31.63,Liver,Spleen,Kidney,Photothermal therapy,Chemotherapy,None,Multiple,Theragnostic,MRI,None,None,None
28272874,ACS Nano,2017,10.1021/acsnano.7b00133,Inorganic,Iron_oxide,Systemic,IV,2,Neutral,Spherical,Other,>1,None,None,NA,NA,NA,8.69,Yes,NA,Xenograft heterotopic,Breast,8,Multiple,87.55076923,355.1208285,253.0494822,111.9677791,Spleen,Liver,Lung,Photothermal therapy,None,None,Single,Theragnostic,MRI,None,None,None
28279919,Biomaterials,2017,10.1016/j.biomaterials.2017.02.037,Inorganic,Iron_oxide,Systemic,IV,2,NA,Spherical,Polymer-mAb,>1,None,None,2,1,NA,NA,NA,NA,Xenograft heterotopic,Lung,1,Single,76,631.9900291,288.4088076,231.2006647,Spleen,Liver,Kidney,Ultrasound,None,None,Single,Theragnostic,MRI,None,None,None
28285157,Nanomedicine,2017,10.1016/j.nano.2017.02.014,Inorganic,Iron_oxide,Systemic,IV,2,NA,Spherical,Polymer-Drugs,>1,None,None,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Other,1,Single,92.87288332,NA,NA,NA,NA,NA,NA,Photothermal therapy,Chemotherapy,None,Multiple,Theragnostic,Fluorescence,Photoacoustic,None,None
28295679,Adv Mater,2017,10.1002/adma.201603917,Inorganic,Gold,Systemic,IV,2,Negative,Spherical,Polymer,1,Other,>1,NA,NA,NA,NA,NA,NA,Xenograft orthotopic,Brain,1,Single,NA,NA,NA,NA,NA,NA,NA,None,None,None,None,Diagnostic,MRI,Other,None,None
28320205,ACS Nano,2017,10.1021/acsnano.7b00944,Inorganic,Silica,Systemic,IV,2,Positive,Spherical,Other,1,Drugs,>1,NA,NA,NA,NA,NA,NA,Allograft heterotopic,Cervix,1,Single,93.09551208,NA,NA,NA,NA,NA,NA,Photodynamic therapy,None,None,Single,Theragnostic,CT,MRI,Luminescence,None
28323295,Nanoscale,2017,10.1039/c7nr01064h,Inorganic,Gold,Systemic,IV,1,NA,Spherical,Vitamins,1,None,None,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Cervix,1,Single,NA,126.7,79.2,32.4,Liver,Kidney,Lung,None,None,None,None,Diagnostic,Fluorescence,MRI,CT,None
28325685,Biomaterials,2017,10.1016/j.biomaterials.2017.03.010,Inorganic,Silica,Systemic,IV,3,Neutral,Spherical,Polymer,1,Drugs,>1,5,1,NA,NA,NA,NA,Xenograft heterotopic,Breast,3,Multiple,91.80327869,NA,NA,NA,NA,NA,NA,Chemotherapy,None,None,Single,Therapy,None,None,None,None
28336375,J Control Release,2017,10.1016/j.jconrel.2017.03.035,Inorganic,Iron_oxide,Systemic,IV,3,NA,Spherical,Polymer,1,Drugs-NPs,>1,NA,NA,NA,NA,NA,NA,Allograft orthotopic,Brain,4,Multiple,68.4,77.52911624,37.95387075,4.955469285,Liver,Lung,Kidney,Magnetic Hyperthermia,Chemotherapy,None,Multiple,Therapy,None,None,None,None
28363770,Nanomedicine,2017,10.1016/j.nano.2017.03.014,Inorganic,Silica,Local,Other,2,Negative,Spherical,Other,1,Other,1,NA,NA,NA,NA,NA,NA,Other,Colon,1,Single,NA,NA,NA,NA,NA,NA,NA,None,None,None,None,Diagnostic,Fluorescence,None,None,None
28370987,Small,2017,10.1002/smll.201604228,Inorganic,Silica,Systemic,IV,4,NA,Spherical,Peptide,>1,Drugs,>1,NA,NA,Yes,NA,NA,NA,Xenograft heterotopic,Pancreas,5,Multiple,87.65432099,NA,NA,NA,NA,NA,NA,Chemotherapy,None,None,Single,Therapy,None,None,None,None
28371376,Small,2017,10.1002/smll.201603990,Inorganic,Gold,Systemic,IV,4,Negative,Spherical,Nucleic acid,>1,Other,>1,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Other,7,Multiple,70.88949,23.8,19.4,19.4,Kidney,Lung,Liver,Photothermal therapy,Chemotherapy,None,Multiple,Theragnostic,Ultrasound,None,None,None
28398453,Nanoscale,2017,10.1039/c7nr00377c,Inorganic,Silica,Systemic,IV,3,Neutral,Spherical,Polymer-nucleic acid,>1,Other,>1,40.9,3,NA,NA,NA,NA,Xenograft orthotopic,Breast,4,Multiple,68.10490694,60.3,10.5,10.1,Liver,Kidney,Lung,Chemotherapy ,Gene Therapy,None,Multiple,Therapy,None,None,None,None
28399459,Biomaterials,2017,10.1016/j.biomaterials.2017.03.049,Inorganic,Iron_oxide,Local,Intratumoral,4,Neutral,Spherical,Drugs,>1,None,None,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Brain,1,Single,90.95052083,NA,NA,NA,NA,NA,NA,Magnetic Hyperthermia,None,None,Single,Theragnostic,MRI,None,None,None
28402594,Adv Mater,2017,10.1002/adma.201701095,Inorganic,Iron_oxide,Systemic,IV,2,NA,Spherical,Polymer-peptides,>1,None,None,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Colon,1,Single,NA,NA,NA,NA,NA,NA,NA,None,None,None,None,Diagnostic,MRI,Fluorescence,None,None
28426929,ACS Nano,2017,10.1021/acsnano.7b00038,Inorganic,Iron_oxide,Systemic,IV,1,NA,Spherical,Polymer,1,None,None,NA,NA,NA,NA,NA,2,Allograft orthotopic,Breast,1,Single,NA,NA,NA,NA,Kidney,Liver,NA,None,None,None,None,Diagnostic,MRI,None,None,None
28460158,ACS Nano,2017,10.1021/acsnano.7b01346,Inorganic,Gold,Local,Intratumoral,3,Positive,Spherical,Peptide,>1,Other,1,2,1,Yes,NA,NA,NA,Xenograft heterotopic,Skin,1,Single,79.63565,394.6,158.5,28.5,Liver,Spleen,Heart,Radiotherapy,Chemotherapy,None,Multiple,Theragnostic,Photoacoustic,None,None,None
28470979,Angew Chem Int Ed Engl,2017,10.1002/anie.201701181,Inorganic,Iron_oxide,Systemic,IV,2,NA,Spherical,Polymer,1,None,None,3,1,Yes,NA,NA,NA,Xenograft heterotopic,Brain,3,Multiple,82.29347493,NA,NA,NA,NA,NA,NA,None,None,None,None,Theragnostic,MRI,None,None,None
28497681,ACS Appl Mater Interfaces,2017,10.1021/acsami.7b02457,Inorganic,Silica,Systemic,IV,3,Neutral,Spherical,Polymer-Drugs,>1,Drugs,1,5,1,NA,NA,NA,NA,Xenograft heterotopic,Cervix,4,Multiple,88.9010989,NA,NA,NA,Liver,Kidney ,Lung,Chemotherapy,None,None,Single,Therapy,None,None,None,None
28503686,Nanoscale,2017,10.1039/c7nr00808b,Inorganic,Silica,NA,NA,3,Negative,Spherical,Polymer,>1,Drugs,1,233,4,NA,NA,NA,NA,Xenograft heterotopic,Breast,1,Single,61.69057774,NA,NA,NA,NA,NA,NA,Chemotherapy,None,None,Single,Therapy,None,None,None,None
28557433,ACS Appl Mater Interfaces,2017,10.1021/acsami.7b02303,Inorganic,Gold,Systemic,IV,2,Neutral,Spherical,Polymer-peptide,>1,Drugs,1,NA,NA,NA,17.7,Yes,NA,Xenograft orthotopic,Brain,5,Multiple,NA,NA,NA,NA,NA,NA,NA,Chemotherapy,None,None,Single,Theragnostic,Fluorescence,Photoacoustic,CT,None
28569328,Nanoscale,2017,10.1039/c7nr01077j,Inorganic,Gold,Systemic,IV,2,Negative,Spherical,Polymer-peptide,>1,None,None,NA,NA,NA,NA,NA,NA,Xenograft orthotopic,Brain,1,Single,NA,1303,930.7,76.5,Liver,Spleen,Kidney,None,None,None,None,Diagnostic,MRI,Other,None,None
28582716,Biomaterials,2017,10.1016/j.biomaterials.2017.05.030,Inorganic,Gold,Systemic,IV,2,Negative,Spherical,Polymer-peptide,>1,NA,NA,NA,NA,NA,NA,NA,NA,Xenograft orthotopic,Pancreas,1,Single,96.54173,25.2,10,7.3,Liver,Kidney,Lung,Photodynamic therapy,Photothermal therapy,None,Multiple,Theragnostic,Fluorescence,None,None,None
28590113,ACS Appl Mater Interfaces,2017,10.1021/acsami.7b05278,Inorganic,Silica,Systemic,IV,4,Negative,Spherical,Vitamins,>1,Drugs,1,44,3,NA,NA,NA,NA,Allograft heterotopic,Skin,12,Multiple,88.0952381,NA,NA,NA,Liver,Kidney,Intestine,Chemotherapy,None,None,Single,Therapy,None,None,None,None
28594473,Small,2017,10.1002/smll.201700623,Inorganic,Silica,Systemic,IV,3,Neutral,Spherical,Polymer,>1,Drugs,1,48,3,Yes,NA,NA,NA,Xenograft heterotopic,Lung,5,Multiple,81.64146868,NA,NA,NA,Liver,Kidney ,Lung,Chemotherapy,None,None,Single,Therapy,None,None,None,None
28605594,ACS Nano,2017,10.1021/acsnano.7b02048,Inorganic,Gold,Systemic,IV,2,NA,Other,Polymer,>1,Drugs,1,20,3,NA,10.5,Yes,3,Xenograft heterotopic,Brain,1,Single,95.95885,44.92,NA,NA,Liver,NA,NA,Photothermal therapy,Chemotherapy,None,Multiple,Therapy,PET,Photoacoustic,None,None
28618345,Biomaterials,2017,10.1016/j.biomaterials.2017.06.008,Inorganic,Silica,Local,Intratumoral,NA,NA,Spherical,Other,>1,Drugs,>1,10,2,NA,NA,NA,NA,Allograft orthotopic,Breast,7,Multiple,93.22033898,NA,NA,NA,Liver,Spleen,NA,Chemotherapy,None,None,Single,Theragnostic,Other,None,None,None
28625045,ACS Nano,2017,10.1021/acsnano.7b01762,Inorganic,Iron_oxide,Local,Intratumoral,2,NA,Spherical,Polymer,>1,None,None,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Brain,1,Single,NA,NA,NA,NA,NA,NA,NA,Magnetic Hyperthermia,None,None,Single,Therapy,None,None,None,None
28660943,Nanoscale,2017,10.1039/c7nr01677h,Inorganic,Silica,NA,NA,3,Positive,Spherical,Polymer-Drugs,>1,Drugs,1,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Cervix,1,Single,76.11111111,NA,NA,NA,NA,NA,NA,Chemotherapy,None,None,Single,Therapy,None,None,None,None
28666098,Biomaterials,2017,10.1016/j.biomaterials.2017.06.036,Inorganic,Gold,Systemic,IV,2,NA,Spherical,Polymer-mAb,>1,None,None,NA,NA,NA,19.7,Yes,NA,Xenograft orthotopic,Breast,2,Multiple,99.82456,NA,NA,NA,NA,NA,NA,Radiotherapy,None,None,Single,Theragnostic,CT,None,None,None
28673852,Nanomedicine,2017,10.1016/j.nano.2017.06.017,Inorganic,Silica,Systemic,IV,2,NA,Spherical,Polymer-nucleic acid,>1,Drugs,>1,NA,NA,NA,NA,NA,NA,Xenograft orthotopic,Pancreas,12,Multiple,NA,NA,NA,NA,NA,NA,NA,Chemotherapy,None,None,Single,Therapy,None,None,None,None
28732245,Biomaterials,2017,10.1016/j.biomaterials.2017.07.024,Inorganic,Iron_oxide,Systemic,IV,4,Positive,Spherical,Polymer-nucleic acids,>1,None,None,NA,NA,Yes,NA,NA,NA,Xenograft heterotopic,Breast,12,Multiple,65.34090909,128.6549708,33.33333333,13.4502924,Kidney,Liver,Heart,Gene Therapy,None,None,Single,Theragnostic,MRI,Fluorescence,None,None
28737290,Small,2017,10.1002/smll.201701841,Inorganic,Silica,Systemic,IV,2,Positive,Spherical,Drugs,>1,Other,1,NA,NA,NA,NA,NA,NA,Allograft heterotopic,Cervix,1,Single,92.75198188,NA,NA,NA,NA,NA,NA,Photodynamic therapy,None,None,Single,Theragnostic,MRI,CT,None,None
28737393,J Am Chem Soc,2017,10.1021/jacs.7b05559,Inorganic,Silica,Systemic,IV,NA,NA,Spherical,Polymer,1,Drugs,>1,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Brain,NA,NA,91.11111111,NA,NA,NA,NA,NA,NA,Photodynamic therapy,None,None,Single,Therapy,None,None,None,None
28741689,Adv Mater,2017,10.1002/adma.201701146,Inorganic,Gold,Systemic,IV,2,NA,Spherical,Peptide,>1,None,None,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Breast,1,Single,99.97033,NA,NA,NA,NA,NA,NA,Magnetic hyperthermia,None,None,Single,Theragnostic,MRI,None,None,None
28749498,Nanoscale,2017,10.1039/c7nr04039c,Inorganic,Silica,Systemic,IV,4,Positive,Spherical,Vitamins,1,Drugs,1,0.75,1,NA,NA,NA,NA,Xenograft heterotopic,Breast,NA,NA,96.875,NA,NA,NA,NA,NA,NA,Photothermal therapy,Chemotherapy,None,Multiple,Therapy,Other,None,None,None
28755539,Biomaterials,2017,10.1016/j.biomaterials.2017.07.030,Inorganic,Silica,Systemic,IV,4,Neutral,Spherical,Polymer-Drugs,>1,Drugs,>1,78,4,NA,NA,NA,NA,Allograft heterotopic,Liver,NA,NA,68.51851852,NA,NA,NA,NA,NA,NA,Chemotherapy,None,None,Single,Therapy,None,None,None,None
28786462,Nanoscale,2017,10.1039/c7nr04181k,Inorganic,Iron_oxide,Systemic,IV,3,NA,Spherical,Proteins,>1,None,None,2.5,1,NA,NA,NA,NA,Xenograft heterotopic,Breast,1,Single,NA,NA,NA,NA,NA,NA,NA,None,None,None,None,Diagnostic,MRI,None,None,None
28787664,Biomaterials,2017,10.1016/j.biomaterials.2017.07.037,Inorganic,Silica,Local,Intratumoral,3,NA,Spherical,Polymer,1,None,None,NA,NA,NA,NA,NA,NA,Allograft orthotopic,Breast,1,Single,100,NA,NA,NA,NA,NA,NA,Photothermal therapy,None,None,Single,Theragnostic,Photoacoustic,None,None,None
28789518,ACS Appl Mater Interfaces,2017,10.1021/acsami.7b08939,Inorganic,Hybrid,Local,Intratumoral,3,Negative,Spherical,Polymer,>1,None,None,12.5,3,NA,NA,NA,NA,Allograft heterotopic,Breast,1,Single,NA,NA,NA,NA,NA,NA,NA,Other,None,None,Single,Theragnostic,MRI,None,None,None
28809413,Nanoscale,2017,10.1039/c7nr03847j,Inorganic,Gold,Systemic,IV,3,NA,Rod,Polymer,1,None,None,NA,NA,NA,NA,NA,NA,Allograft heterotopic,Breast,1,Single,NA,NA,NA,NA,NA,NA,NA,Photothermal therapy,None,None,Single,Theragnostic,MRI,None,None,None
28816044,ACS Appl Mater Interfaces,2017,10.1021/acsami.7b09599,Inorganic,Gold,Systemic,IV,3,Neutral,Spherical,Polymer-peptide,>1,None,None,1.6,1,NA,5.2,Yes,NA,Allograft heterotopic,Cervix,1,Single,47.22222,385.4,22.3,48.8,Liver,Spleen,Kidney,Radiotherapy,None,None,Single,Therapy,None,None,None,None
28829476,Nanoscale,2017,10.1039/c7nr02751f,Inorganic,Hybrid,Local,Intratumoral,2,Positive,Spherical,Drugs,1,None,None,NA,NA,Yes,NA,NA,NA,Xenograft heterotopic,Pancreas,4,Multiple,77.19298246,NA,NA,NA,NA,NA,NA,Photothermal therapy,Chemotherapy,None,Multiple,Theragnostic,MRI,None,None,None
28836433,ACS Appl Mater Interfaces,2017,10.1021/acsami.7b06446,Inorganic,Silica,Systemic,IV,4,Positive,Rod,Polymer-Drugs,1,Other,>1,40,3,Yes,NA,NA,NA,Xenograft heterotopic,Liver,NA,NA,88.88888889,NA,NA,NA,NA,NA,NA,Photothermal therapy,Chemotherapy,None,Multiple,Therapy,None,None,None,None
28842375,Nanomedicine,2017,10.1016/j.nano.2017.08.006,Inorganic,Silica,Systemic,Other,4,Neutral,Spherical,Nucleic acid,>1,Drugs,>1,NA,NA,NA,18.3,Yes,NA,Xenograft heterotopic,Breast,NA,NA,NA,22,23,8.2,Kidney,Kidney,Liver,Chemotherapy,None,None,Single,Therapy,CT,None,None,None
28849917,ACS Appl Mater Interfaces,2017,10.1021/acsami.7b09458,Inorganic,Gold,Systemic,IV,NA,Negative,Rod,Other,1,None,None,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Pancreas,1,Single,82.9545,NA,NA,NA,NA,NA,NA,Photothermal therapy,None,None,Single,Therapy,Ultrasound,Photoacoustic,None,None
28850218,ACS Nano,2017,10.1021/acsnano.7b04461,Inorganic,Gold,Systemic,IV,2,Negative,Spherical,Polymer-Affibody,>1,None,None,20,3,NA,23.2,Yes,NA,Xenograft heterotopic,Breast,1,Single,100,134.9,124.4,37.9,Liver,Kidney,Heart,Photothermal therapy,None,None,Single,Therapy,MRI,Other,CT,None
28901139,ACS Appl Mater Interfaces,2017,10.1021/acsami.7b10699,Inorganic,Iron_oxide,Local,Intratumoral,2,NA,Other,None,None,Drugs-NPs,>1,87.7,4,Yes,NA,NA,NA,Xenograft heterotopic,Breast,1,Single,86.81318681,NA,NA,NA,NA,NA,NA,Magnetic Hyperthermia,Chemotherapy,None,Multiple,Therapy,None,None,None,None
28902490,ACS Appl Mater Interfaces,2017,10.1021/acsami.7b08806,Inorganic,Silica,Local,Intratumoral,4,Negative,Spherical,None,None,Drugs,1,4,1,Yes,NA,NA,NA,Xenograft heterotopic,Prostate,12,Multiple,79.50310559,NA,NA,NA,NA,NA,NA,Chemotherapy,None,None,Single,Therapy,None,None,None,None
28953351,ACS Nano,2017,10.1021/acsnano.7b05908,Inorganic,Gold,Systemic,IV,2,Neutral,Other,Polymer,1,None,None,NA,NA,NA,14,Yes,NA,Xenograft heterotopic,Brain,1,Single,99.48263,84.4,46.8,33.6,Liver,Kidney,Spleen,Photothermal therapy,None,None,Single,Theragnostic,PET,Photoacoustic,Thermal imaging,None
28991294,Nanoscale,2017,10.1039/c7nr03172f,Inorganic,Gold,Systemic,Other,1,NA,Spherical,Peptide,1,Drugs,1,NA,NA,NA,NA,NA,NA,Xenograft orthotopic,Pancreas,9,Multiple,69.62834,NA,NA,NA,NA,NA,NA,Chemotherapy,None,None,Single,Therapy,Luminescence,None,None,None
28992509,Biomaterials,2017,10.1016/j.biomaterials.2017.09.029,Inorganic,Gold,Local,Intratumoral,2,Neutral,Spherical,Antibody,>1,Proteins,1,NA,NA,NA,NA,NA,NA,Allograft orthotopic,Skin,2,Multiple,NA,NA,NA,NA,NA,NA,NA,Immunotherapy,None,None,Single,Therapy,Fluorescence,Photoacoustic,None,None
28994849,Nanoscale,2017,10.1039/c7nr06286a,Inorganic,Gold,Local,Intratumoral,2,NA,Other,Other,1,None,None,1.19,1,NA,NA,NA,NA,Xenograft heterotopic,Breast,1,Single,95.35454,NA,NA,NA,NA,NA,NA,Photothermal therapy,None,None,Single,Therapy,None,None,None,None
29022987,Nanoscale,2017,10.1039/c7nr04983h,Inorganic,Silica,Systemic,IV,2,Positive,Spherical,Other,>1,Other,1,15,3,NA,NA,NA,NA,Xenograft orthotopic,Breast,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,None,None,None,Theragnostic,MRI,None,None,None
29030222,J Control Release,2017,10.1016/j.jconrel.2017.10.006,Inorganic,Iron_oxide,Systemic,IV,NA,NA,Spherical,Polymer-peptides,>1,None,None,7.5,2,NA,NA,NA,NA,Xenograft orthotopic,Breast,6,Multiple,81.94894972,NA,NA,NA,NA,NA,NA,None,None,None,None,Therapy,None,None,None,None
29030225,J Control Release,2017,10.1016/j.jconrel.2017.10.009,Inorganic,Gold,Systemic,IV,3,NA,Spherical,Polymer,>1,None,None,NA,NA,NA,NA,NA,NA,Allograft orthotopic,Liver,1,Single,NA,NA,NA,NA,NA,NA,NA,None,None,None,None,Diagnostic,CT,None,None,None
29058865,ACS Appl Mater Interfaces,2018,10.1021/acsami.7b14362,Inorganic,Silica,Systemic,IV,1,NA,Spherical,Polymer,>1,Other,1,NA,NA,NA,5,Yes,NA,Allograft orthotopic,Skin,1,Single,NA,2.5,NA,NA,Liver,NA,NA,None,None,None,None,Diagnostic,PET,None,None,None
29072767,Nanoscale,2017,10.1039/c7nr04979j,Inorganic,Gold,Systemic,Other,2,NA,Spherical,None,None,None,None,50,3,Yes,NA,NA,NA,Other,Liver,1,Single,55,NA,NA,NA,NA,NA,NA,Other,None,None,Single,Therapy,None,None,None,None
29085938,Nanoscale,2017,10.1039/c7nr05450e,Inorganic,Silica,Systemic,IV,3,Neutral,Spherical,Polymer-Drugs,1,Other,>1,54,4,NA,NA,NA,NA,Xenograft heterotopic,Breast,4,Multiple,78.46994536,NA,NA,NA,Liver,Kidney ,Lung,Chemotherapy,Gene Therapy,None,Multiple,Therapy,None,None,None,None
29111150,J Control Release,2017,10.1016/j.jconrel.2017.10.037,Inorganic,Iron_oxide,Systemic,IV,4,Negative,Spherical,Polymer,>1,Nanoparticle,1,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Colon,1,Single,NA,NA,NA,NA,NA,NA,NA,None,None,None,None,Diagnostic,MRI,None,None,None
29111494,Biomaterials,2018,10.1016/j.biomaterials.2017.10.036,Inorganic,Iron_oxide,Systemic,IV,2,NA,Spherical,Polymer,>1,None,None,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Breast,1,Single,NA,NA,NA,NA,NA,NA,NA,None,None,None,None,Diagnostic,MRI,None,None,None
29113793,J Control Release,2018,10.1016/j.jconrel.2017.11.003,Inorganic,Gold,Systemic,IV,NA,NA,Spherical,Drugs,1,NA,NA,NA,NA,NA,15.8,Yes,NA,Xenograft heterotopic,Lung,1,Single,84.99879,2727.8,147.7,56.3,Spleen,Lung,Heart,Chemotherapy,None,None,Single,Theragnostic,CT,None,None,None
29125675,Angew Chem Int Ed Engl,2018,10.1002/anie.201709648,Inorganic,Gold,Local,Intratumoral,2,NA,Rod,Other,1,Other,>1,5,1,NA,NA,NA,NA,Allograft heterotopic,Breast,1,Single,86.72368,NA,NA,NA,NA,NA,NA,Photothermal therapy,None,None,Single,Therapy,None,None,None,None
29125688,Small,2017,10.1002/smll.201702714,Inorganic,Hybrid,Systemic,Other,3,NA,Spherical,Other,>1,Drugs,1,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Liver,2,Multiple,77.80172414,NA,NA,NA,Liver,Kidney,Lung,Photothermal therapy,Chemotherapy,None,Multiple,Theragnostic,MRI,CT,Thermal imaging,None
29128843,Biomaterials,2018,10.1016/j.biomaterials.2017.10.047,Inorganic,Silica,Systemic,IV,3,NA,Rod,None,None,Drugs,1,25,3,NA,NA,NA,NA,Xenograft heterotopic,Liver,1,Single,93.8,NA,NA,NA,NA,NA,NA,Gene Therapy,None,None,Single,Therapy,None,None,None,None
29140684,ACS Nano,2017,10.1021/acsnano.7b07486,Inorganic,Hybrid,Systemic,IV,4,NA,Spherical,Polymer,>1,Drugs,1,NA,NA,Yes,18.4,Yes,NA,Xenograft heterotopic,Liver,6,Multiple,99.15966387,188.6,129.1,93.5,Spleen,Liver,Kidney,Radiotherapy,Chemotherapy,None,Multiple,Theragnostic,CT,None,None,None
29196180,Nanomedicine,2018,10.1016/j.nano.2017.11.019,Inorganic,Gold,Local,Intratumoral,2,Neutral,Spherical,Polymer-peptide,>1,None,None,6,2,NA,NA,NA,NA,Xenograft heterotopic,Breast,1,Single,50,NA,NA,NA,NA,NA,NA,Radiotherapy,None,None,Single,Therapy,None,None,None,None
29200260,ACS Appl Mater Interfaces,2018,10.1021/acsami.7b14593,Inorganic,Hybrid,Systemic,IV,2,Positive,Spherical,None,1,None,None,20,3,NA,NA,NA,NA,Xenograft orthotopic,Brain,1,Single,77.03927492,268.6922061,165.3896962,27.74108322,Spleen,Liver,Kidney,Photothermal therapy,None,None,Multiple,Theragnostic,MRI,None,None,None
29232142,Nano Lett,2018,10.1021/acs.nanolett.7b03829,Inorganic,Iron_oxide,Local,Intratumoral,2,NA,Spherical,Proteins,>1,None,None,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Cervix,1,Single,NA,NA,NA,NA,NA,NA,NA,None,None,None,None,Diagnostic,Other,MRI,None,None
29237264,J Am Chem Soc,2018,10.1021/jacs.7b08900,Inorganic,Iron_oxide,Systemic,IV,2,NA,Spherical,Vitamins,>1,None,None,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Colon,1,Single,NA,NA,NA,NA,Liver,Spleen,Bone Marrow,None,None,None,None,Diagnostic,Fluorescence,None,None,None
29251910,ACS Appl Mater Interfaces,2018,10.1021/acsami.7b14705,Inorganic,Gold,Systemic,IV,2,Neutral,Spherical,Polymer-Drugs,>1,None,None,10,2,Yes,3,Yes,NA,Xenograft heterotopic,Breast,1,Single,96.00705,NA,NA,NA,NA,NA,NA,Photothermal therapy,Chemotherapy,None,Multiple,Theragnostic,Photoacoustic,None,None,None
29266476,Adv Mater,2018,10.1002/adma.201704367,Inorganic,Silica,Systemic,IV,3,Neutral,Spherical,Other,>1,Drugs,>1,5,1,NA,5.57,Yes,NA,Allograft heterotopic,Breast,1,Single,83.65384615,NA,NA,NA,NA,NA,NA,Photothermal therapy,Photodynamic therapy,None,Multiple,Theragnostic,Other,None,None,None
29266514,Adv Mater,2018,10.1002/adma.201704362,Inorganic,Iron_oxide,Local,Intratumoral,2,NA,Spherical,Polymer,1,None,None,5.75,2,NA,NA,NA,NA,Xenograft heterotopic,Liver,1,Single,97.95258621,NA,NA,NA,NA,NA,NA,Magnetic Hyperthermia,None,None,Single,Therapy,None,None,None,None
29268142,Biomaterials,2018,10.1016/j.biomaterials.2017.12.003,Inorganic,Hybrid,Systemic,IV,2,Negative,Rod,Polymer-peptide,>1,Other,1,20,3,NA,NA,NA,NA,Xenograft heterotopic,Breast,7,Multiple,81.99608611,NA,NA,NA,NA,NA,NA,Photothermal therapy,Photodynamic therapy,None,Multiple,Therapy,None,None,None,None
29276823,Angew Chem Int Ed Engl,2018,10.1002/anie.201710144,Inorganic,Iron_oxide,Systemic,IV,2,NA,Spherical,Polymer,>1,Nucleic acids,1,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Prostate,4,Multiple,62.64656616,314.6747352,84.72012103,39.63691377,Kidney,Liver,Lung,Gene Therapy,None,None,Single,Theragnostic,MRI,None,None,None
29282854,Angew Chem Int Ed Engl,2018,10.1002/anie.201708689,Inorganic,Gold,Local,Intratumoral,3,Positive,Spherical,Polymer-peptide,>1,None,None,0.333,1,NA,NA,NA,NA,Xenograft heterotopic,Skin,10,Multiple,84.09784,NA,NA,NA,NA,NA,NA,Photothermal therapy,None,None,Single,Therapy,None,None,None,None
