PMID,Journal/Book,Publication_Year,DOI,Type,Subtype,Route,Sub-route,Size_Group,Charge_Group,Shape,Coating,Coating_Number,Total_Coating_Steps,Total_Coating_Steps_Group,Covalent,Electrostatic,Targeting_Type,Bioconjugation_nature,Bioconjugation_tech,PEG_Coat,PEG_Coat_tech,Loading,Loading_Number,Drug type,Dose_(mg/kg),Dose_Group,IC50 ,Delivery_Efficiency_(%ID/g),Delivery_Efficiency,Distribution Half-life_(h),Tumor_model,Immune status,Cancer_type,Breast cancer subtype,No._Days_dosing,No._Days_dosing_grouped,Tumor_Vol_Reduction_(%),Tumor_Vol_Reduction_Group(%),Off_target_1_accumulation_(%),Off_target_2_accumulation_(%),Off_target_3_accumulation_(%),Off_target_1_accumulation_(%)_group,Off_target_1_accumulation,Off_target_2_accumulation,Off_target_3_accumulation,Combined_Therapy1,Combined_Therapy2,Combined_Therapy3,Combined_Therapy_Grouped,Study strategy,Imaging_1,Imaging_2,Imaging_3,Imaging_4,Combined_Imaging_Applications,Combined_Therapy_Applications,Combined_Applications,Combined_Applications_Grouped
28145723,Nano Lett,2017,10.1021/acs.nanolett.6b05055,Inorganic,Silica,Systemic,IV,1,Neutral,Spherical,Peptide,>1,5,High,3,2,Passive,None,None,Non PEGylated,None,Other,1,,420,4,NA,1.8,Yes,NA,Xenograft heterotopic,Immunocompromised,Lung,,2,Multiple,98.23321555,High,43,5.9,5.8,Low,Kidney,Spleen,Liver,Other,None,None,Single,Theragnostic,MRI,CT,None,None,2,1,3,High
28150848,Nanoscale,2017,10.1039/c7nr00033b,Inorganic,Iron_oxide,Systemic,IV,4,NA,Spherical,None,None,0,None,0,0,Passive,None,None,Non PEGylated,None,Other,>1,Taxane,NA,NA,Yes,27.4,Yes,NA,Allograft heterotopic,Immunocompetent,Breast,Metastatic,1,Single,92.91637871,High,109.4890511,67.88321168,51.56934307,Medium,Liver,Spleen,Kidney,Photodynamic therapy,Chemotherapy,None,Multiple,Theragnostic,MRI,Fluorescence,None,None,2,2,4,High
28152380,Biomaterials,2017,10.1016/j.biomaterials.2017.01.007,Inorganic,Gold,Systemic,IV,2,NA,Other,Antibody,1,4,Medium,4,0,Active,Covalent,Covalent - Maleimide,PEGylated,Covalent - ThiolGold,None,None,,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Ovary,,1,Single,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other,None,None,Single,Theragnostic,Photoacoustic,None,None,None,1,1,2,Regular
28186215,Nanoscale,2017,10.1039/c7nr00089h,Inorganic,Iron_oxide,Systemic,IV,2,NA,Spherical,Polymer,1,2,Low,1,1,Passive,None,None,Non PEGylated,None,None,None,,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Breast,Triple-negative,1,Single,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,None,None,None,Diagnostic,MRI,None,None,None,1,0,1,Regular
28187393,Biomaterials,2017,10.1016/j.biomaterials.2017.01.043,Inorganic,Iron_oxide,Systemic,IV,2,NA,Spherical,Polymer,>1,3,Medium,0,3,Passive,None,None,Non PEGylated,None,None,None,,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Liver,,2,Multiple,93.23743942,High,NA,NA,NA,NA,NA,NA,NA,Magnetic Hyperthermia,None,None,Single,Therapy,None,None,None,None,0,1,1,Regular
28206771,Nano Lett,2017,10.1021/acs.nanolett.6b04865,Inorganic,Iron_oxide,Systemic,IV,2,NA,Spherical,Polymer,1,2,Low,1,1,Passive,None,None,PEGylated,Covalent - In_Shell,None,None,,NA,NA,NA,NA,NA,1,Xenograft heterotopic,Immunocompromised,Breast,Triple-negative,1,Single,NA,NA,NA,NA,NA,NA,Liver,Spleen,NA,None,None,None,None,Diagnostic,Other,None,None,None,1,0,1,Regular
28256824,ACS Appl Mater Interfaces,2017,10.1021/acsami.7b00490,Inorganic,Iron_oxide,Systemic,IV,2,NA,Spherical,Proteins,>1,4,Medium,0,4,Passive,None,None,Non PEGylated,None,None,None,,NA,NA,NA,NA,NA,NA,Allograft heterotopic,Immunocompetent,Breast,Metastatic,1,Single,100,Very High,NA,NA,NA,NA,Liver,Spleen,Lung,Photothermal therapy,None,None,Single,Theragnostic,MRI,Fluorescence,None,None,2,1,3,High
28263051,ACS Appl Mater Interfaces,2017,10.1021/acsami.6b16486,Inorganic,Gold,Systemic,IV,3,Negative,Spherical,Polymer,>1,8,Very High,7,1,Active,Covalent,Covalent - In_Shell,PEGylated,Covalent - In_Shell,Drugs,1,Antimetabolite,NA,NA,NA,28.77,Yes,1,Allograft heterotopic,Immunocompetent,Breast,Metastatic,2,Multiple,100,Very High,81.06,34.13,31.63,Medium,Liver,Spleen,Kidney,Photothermal therapy,Chemotherapy,None,Multiple,Theragnostic,MRI,None,None,None,1,2,3,High
28272874,ACS Nano,2017,10.1021/acsnano.7b00133,Inorganic,Iron_oxide,Systemic,IV,2,Neutral,Spherical,Other,>1,1,Low,0,1,Passive,None,None,Non PEGylated,None,None,None,,NA,NA,NA,8.69,Yes,NA,Xenograft heterotopic,Immunocompromised,Breast,Luminal A,8,Multiple,87.55076923,Medium,355.1208285,253.0494822,111.9677791,High,Spleen,Liver,Lung,Photothermal therapy,None,None,Single,Theragnostic,MRI,None,None,None,1,1,2,Regular
28279919,Biomaterials,2017,10.1016/j.biomaterials.2017.02.037,Inorganic,Iron_oxide,Systemic,IV,2,NA,Spherical,Polymer-mAb,>1,2,Low,1,1,Active,Covalent,Covalent - EDC,PEGylated,Covalent - Iron,None,None,,2,1,NA,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Lung,,1,Single,76,Medium,631.9900291,288.4088076,231.2006647,Very High,Spleen,Liver,Kidney,Ultrasound,None,None,Single,Theragnostic,MRI,None,None,None,1,1,2,Regular
28285157,Nanomedicine,2017,10.1016/j.nano.2017.02.014,Inorganic,Iron_oxide,Systemic,IV,2,NA,Spherical,Polymer-Drugs,>1,3,Medium,1,2,Passive,None,None,Non PEGylated,None,None,None,Anthracycline,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Other,,1,Single,92.87288332,High,NA,NA,NA,NA,NA,NA,NA,Photothermal therapy,Chemotherapy,None,Multiple,Theragnostic,Fluorescence,Photoacoustic,None,None,2,2,4,High
28295679,Adv Mater,2017,10.1002/adma.201603917,Inorganic,Gold,Systemic,IV,2,Negative,Spherical,Polymer,1,13,Very High,13,0,Active,Covalent,Covalent - ThiolGold,PEGylated,Covalent - ThiolGold,Other,>1,,NA,NA,NA,NA,NA,NA,Xenograft orthotopic,Immunocompromised,Brain,,1,Single,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,None,None,None,Diagnostic,MRI,Other,None,None,2,0,2,Regular
28320205,ACS Nano,2017,10.1021/acsnano.7b00944,Inorganic,Silica,Systemic,IV,2,Positive,Spherical,Other,1,5,High,3,2,Passive,None,None,Non PEGylated,None,Drugs,>1,,NA,NA,NA,NA,NA,NA,Allograft heterotopic,Immunocompetent,Cervix,,1,Single,93.09551208,High,NA,NA,NA,NA,NA,NA,NA,Photodynamic therapy,None,None,Single,Theragnostic,CT,MRI,Luminescence,None,3,1,4,High
28323295,Nanoscale,2017,10.1039/c7nr01064h,Inorganic,Gold,Systemic,IV,1,NA,Spherical,Vitamins,1,2,Low,2,0,Active,Covalent,Covalent - EDC,Non PEGylated,None,None,None,,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Cervix,,1,Single,NA,NA,126.7,79.2,32.4,Medium,Liver,Kidney,Lung,None,None,None,None,Diagnostic,Fluorescence,MRI,CT,None,3,0,3,High
28325685,Biomaterials,2017,10.1016/j.biomaterials.2017.03.010,Inorganic,Silica,Systemic,IV,3,Neutral,Spherical,Polymer,1,7,Very High,5,2,Passive,None,None,PEGylated,Electrostatic,Drugs,>1,Anthracycline + Biologic,5,1,NA,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Breast,Luminal A,3,Multiple,91.80327869,High,NA,NA,NA,NA,NA,NA,NA,Chemotherapy,None,None,Single,Therapy,None,None,None,None,0,1,1,Regular
28336375,J Control Release,2017,10.1016/j.jconrel.2017.03.035,Inorganic,Iron_oxide,Systemic,IV,3,NA,Spherical,Polymer,1,2,Low,0,2,Passive,None,None,Non PEGylated,None,Other,>1,Taxane,NA,NA,NA,NA,NA,NA,Allograft orthotopic,Immunocompetent,Brain,,4,Multiple,68.4,Low,77.52911624,37.95387075,4.955469285,Medium,Liver,Lung,Kidney,Magnetic Hyperthermia,Chemotherapy,None,Multiple,Therapy,None,None,None,None,0,2,2,Regular
28363770,Nanomedicine,2017,10.1016/j.nano.2017.03.014,Inorganic,Silica,Local,Other,2,Negative,Spherical,Other,1,5,High,4,1,Active,Covalent,Covalent - NHS,PEGylated,Covalent - Silane,Other,1,,NA,NA,NA,NA,NA,NA,Other,NA,Colon,,1,Single,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,None,None,None,Diagnostic,Fluorescence,None,None,None,1,0,1,Regular
28370987,Small,2017,10.1002/smll.201604228,Inorganic,Silica,Systemic,IV,4,NA,Spherical,Peptide,>1,3,Medium,3,0,Active,Covalent,Covalent - EDC,Non PEGylated,None,Drugs,>1,Anthracycline,NA,NA,Yes,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Pancreas,,5,Multiple,87.65432099,Medium,NA,NA,NA,NA,NA,NA,NA,Chemotherapy,None,None,Single,Therapy,None,None,None,None,0,1,1,Regular
28371376,Small,2017,10.1002/smll.201603990,Inorganic,Gold,Systemic,IV,4,Negative,Spherical,Nucleic acid,>1,4,Medium,2,2,Passive,None,None,PEGylated,Covalent - In_Shell,Other,>1,Taxane,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Other,,7,Multiple,70.88949,Low,23.8,19.4,19.4,Low,Kidney,Lung,Liver,Photothermal therapy,Chemotherapy,None,Multiple,Theragnostic,Ultrasound,None,None,None,1,2,3,High
28398453,Nanoscale,2017,10.1039/c7nr00377c,Inorganic,Silica,Systemic,IV,3,Neutral,Spherical,Polymer-nucleic acid,>1,5,High,2,3,Passive,None,None,Non PEGylated,None,Other,>1,Anthracycline + Nucleic acid,40.9,3,NA,NA,NA,NA,Xenograft orthotopic,Immunocompromised,Breast,Triple-negative,4,Multiple,68.10490694,Low,60.3,10.5,10.1,Medium,Liver,Kidney,Lung,Chemotherapy ,Gene Therapy,None,Multiple,Therapy,None,None,None,None,0,2,2,Regular
28399459,Biomaterials,2017,10.1016/j.biomaterials.2017.03.049,Inorganic,Iron_oxide,Local,Intratumoral,4,Neutral,Spherical,Drugs,>1,4,Medium,2,2,Active,Electrostatic,Electrostatic,Non PEGylated,None,None,None,,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Brain,,1,Single,90.95052083,High,NA,NA,NA,NA,NA,NA,NA,Magnetic Hyperthermia,None,None,Single,Theragnostic,MRI,None,None,None,1,1,2,Regular
28402594,Adv Mater,2017,10.1002/adma.201701095,Inorganic,Iron_oxide,Systemic,IV,2,NA,Spherical,Polymer-peptide,>1,5,High,3,2,Active,Covalent,Covalent - Maleimide,PEGylated,Covalent - Iron,None,None,,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Colon,,1,Single,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,None,None,None,Diagnostic,MRI,Fluorescence,None,None,2,0,2,Regular
28426929,ACS Nano,2017,10.1021/acsnano.7b00038,Inorganic,Iron_oxide,Systemic,IV,1,NA,Spherical,Polymer,1,3,Medium,2,1,Passive,None,None,Non PEGylated,None,None,None,,NA,NA,NA,NA,NA,2,Allograft orthotopic,Immunocompetent,Breast,Metastatic,1,Single,NA,NA,NA,NA,NA,NA,Kidney,Liver,NA,None,None,None,None,Diagnostic,MRI,None,None,None,1,0,1,Regular
28460158,ACS Nano,2017,10.1021/acsnano.7b01346,Inorganic,Gold,Local,Intratumoral,3,Positive,Spherical,Peptide,>1,6,High,4,2,Active,Covalent,Covalent - In_Shell,Non PEGylated,None,Other,1,,2,1,Yes,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Skin,,1,Single,79.63565,Medium,394.6,158.5,28.5,High,Liver,Spleen,Heart,Radiotherapy,Chemotherapy,None,Multiple,Theragnostic,Photoacoustic,None,None,None,1,2,3,High
28470979,Angew Chem Int Ed Engl,2017,10.1002/anie.201701181,Inorganic,Iron_oxide,Systemic,IV,2,NA,Spherical,Polymer,1,2,Low,1,1,Passive,None,None,Non PEGylated,None,None,None,,3,1,Yes,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Brain,,3,Multiple,82.29347493,Medium,NA,NA,NA,NA,NA,NA,NA,None,None,None,None,Theragnostic,MRI,None,None,None,1,0,1,Regular
28497681,ACS Appl Mater Interfaces,2017,10.1021/acsami.7b02457,Inorganic,Silica,Systemic,IV,3,Neutral,Spherical,Polymer-Drugs,>1,4,Medium,4,0,Active,Covalent,Covalent - Maleimide-like,Non PEGylated,None,Drugs,1,Anthracycline,5,1,NA,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Cervix,,4,Multiple,88.9010989,Medium,NA,NA,NA,NA,Liver,Kidney ,Lung,Chemotherapy,None,None,Single,Therapy,None,None,None,None,0,1,1,Regular
28503686,Nanoscale,2017,10.1039/c7nr00808b,Inorganic,Silica,NA,NA,3,Negative,Spherical,Polymer,>1,8,Very High,7,1,Passive,None,None,PEGylated,Electrostatic,Drugs,1,Anthracycline,233,4,NA,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Breast,Triple-negative,1,Single,61.69057774,Low,NA,NA,NA,NA,NA,NA,NA,Chemotherapy,None,None,Single,Therapy,None,None,None,None,0,1,1,Regular
28557433,ACS Appl Mater Interfaces,2017,10.1021/acsami.7b02303,Inorganic,Gold,Systemic,IV,2,Neutral,Spherical,Polymer-peptide,>1,6,High,6,0,Passive,None,None,PEGylated,Covalent - ThiolGold,Drugs,1,Anthracycline,NA,NA,NA,17.7,Yes,NA,Xenograft orthotopic,Immunocompromised,Brain,,5,Multiple,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chemotherapy,None,None,Single,Theragnostic,Fluorescence,Photoacoustic,CT,None,3,1,4,High
28569328,Nanoscale,2017,10.1039/c7nr01077j,Inorganic,Gold,Systemic,IV,2,Negative,Spherical,Polymer-peptide,>1,7,Very High,6,1,Active,Covalent,Covalent - ThiolGold,PEGylated,Covalent - ThiolGold,None,None,,NA,NA,NA,NA,NA,NA,Xenograft orthotopic,Immunocompromised,Brain,,1,Single,NA,NA,1303,930.7,76.5,Very High,Liver,Spleen,Kidney,None,None,None,None,Diagnostic,MRI,Other,None,None,1,0,1,Regular
28582716,Biomaterials,2017,10.1016/j.biomaterials.2017.05.030,Inorganic,Gold,Systemic,IV,2,Negative,Spherical,Polymer-peptide,>1,5,High,5,0,Active,Covalent,Covalent - ThiolGold,PEGylated,Covalent - ThiolGold,NA,NA,,NA,NA,NA,NA,NA,NA,Xenograft orthotopic,Immunocompromised,Pancreas,,1,Single,96.54173,High,25.2,10,7.3,Low,Liver,Kidney,Lung,Photodynamic therapy,Photothermal therapy,None,Multiple,Theragnostic,Fluorescence,None,None,None,1,2,3,High
28590113,ACS Appl Mater Interfaces,2017,10.1021/acsami.7b05278,Inorganic,Silica,Systemic,IV,4,Negative,Spherical,Vitamins,>1,5,High,3,2,Active,Covalent,Covalent - EDC,PEGylated,Covalent - In_Shell,Drugs,1,Purine analog,44,3,NA,NA,NA,NA,Allograft heterotopic,Immunocompetent,Skin,,12,Multiple,88.0952381,Medium,NA,NA,NA,NA,Liver,Kidney,Intestine,Chemotherapy,None,None,Single,Therapy,None,None,None,None,0,1,1,Regular
28594473,Small,2017,10.1002/smll.201700623,Inorganic,Silica,Systemic,IV,3,Neutral,Spherical,Polymer,>1,6,High,4,2,Passive,None,None,PEGylated,Covalent - In_Shell,Drugs,1,Anthracycline,48,3,Yes,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Lung,,5,Multiple,81.64146868,Medium,NA,NA,NA,NA,Liver,Kidney ,Lung,Chemotherapy,None,None,Single,Therapy,None,None,None,None,0,1,1,Regular
28605594,ACS Nano,2017,10.1021/acsnano.7b02048,Inorganic,Gold,Systemic,IV,2,NA,Other,Polymer,>1,8,Very High,6,2,Passive,None,None,PEGylated,Covalent - In_Shell,Drugs,1,Anthracycline,20,3,NA,10.5,Yes,3,Xenograft heterotopic,Immunocompromised,Brain,,1,Single,95.95885,High,44.92,NA,NA,Low,Liver,NA,NA,Photothermal therapy,Chemotherapy,None,Multiple,Therapy,PET,Photoacoustic,None,None,2,2,4,High
28618345,Biomaterials,2017,10.1016/j.biomaterials.2017.06.008,Inorganic,Silica,Local,Intratumoral,NA,NA,Spherical,Other,>1,6,High,4,2,Passive,None,None,Non PEGylated,None,Drugs,>1,Natural product,10,2,NA,NA,NA,NA,Allograft orthotopic,Immunocompetent,Breast,Metastatic,7,Multiple,93.22033898,High,NA,NA,NA,NA,Liver,Spleen,NA,Chemotherapy,None,None,Single,Theragnostic,Other,None,None,None,1,1,2,Regular
28625045,ACS Nano,2017,10.1021/acsnano.7b01762,Inorganic,Iron_oxide,Local,Intratumoral,2,NA,Spherical,Polymer,>1,2,Low,0,2,Passive,None,None,PEGylated,Covalent - In_Shell,None,None,,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Brain,,1,Single,NA,NA,NA,NA,NA,NA,NA,NA,NA,Magnetic Hyperthermia,None,None,Single,Therapy,None,None,None,None,0,1,1,Regular
28660943,Nanoscale,2017,10.1039/c7nr01677h,Inorganic,Silica,NA,NA,3,Positive,Spherical,Polymer-Drugs,>1,4,Medium,3,1,Active,Covalent,Covalent - EDC,Non PEGylated,None,Drugs,1,Natural product,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Cervix,,1,Single,76.11111111,Medium,NA,NA,NA,NA,NA,NA,NA,Chemotherapy,None,None,Single,Therapy,None,None,None,None,0,1,1,Regular
28666098,Biomaterials,2017,10.1016/j.biomaterials.2017.06.036,Inorganic,Gold,Systemic,IV,2,NA,Spherical,Polymer-mAb,>1,4,Medium,4,0,Active,Covalent,Covalent - EDC,PEGylated,Covalent - ThiolGold,None,None,,NA,NA,NA,19.7,Yes,NA,Xenograft orthotopic,Immunocompromised,Breast,Triple-negative,2,Multiple,99.82456,Very High,NA,NA,NA,NA,NA,NA,NA,Radiotherapy,None,None,Single,Theragnostic,CT,None,None,None,1,1,2,Regular
28673852,Nanomedicine,2017,10.1016/j.nano.2017.06.017,Inorganic,Silica,Systemic,IV,2,NA,Spherical,Polymer-nucleic acid,>1,6,High,6,0,Active,Covalent,Covalent - Maleimide,PEGylated,Covalent - EDC,Drugs,>1,Antimetabolite,NA,NA,NA,NA,NA,NA,Xenograft orthotopic,Immunocompromised,Pancreas,,12,Multiple,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chemotherapy,None,None,Single,Therapy,None,None,None,None,0,1,1,Regular
28732245,Biomaterials,2017,10.1016/j.biomaterials.2017.07.024,Inorganic,Iron_oxide,Systemic,IV,4,Positive,Spherical,Polymer-nucleic acid,>1,5,High,4,1,Active,Covalent,Covalent - EDC,PEGylated,Covalent - In_Shell,None,None,,NA,NA,Yes,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Breast,Triple-negative,12,Multiple,65.34090909,Low,128.6549708,33.33333333,13.4502924,Medium,Kidney,Liver,Heart,Gene Therapy,None,None,Single,Theragnostic,MRI,Fluorescence,None,None,2,1,3,High
28737290,Small,2017,10.1002/smll.201701841,Inorganic,Silica,Systemic,IV,2,Positive,Spherical,Drugs,>1,4,Medium,3,1,Passive,None,None,Non PEGylated,None,Other,1,,NA,NA,NA,NA,NA,NA,Allograft heterotopic,Immunocompetent,Cervix,,1,Single,92.75198188,High,NA,NA,NA,NA,NA,NA,NA,Photodynamic therapy,None,None,Single,Theragnostic,MRI,CT,None,None,2,1,3,High
28737393,J Am Chem Soc,2017,10.1021/jacs.7b05559,Inorganic,Silica,Systemic,IV,NA,NA,Spherical,Polymer,1,6,High,3,3,Passive,None,None,PEGylated,Covalent - Iron,Drugs,>1,,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Brain,,NA,NA,91.11111111,High,NA,NA,NA,NA,NA,NA,NA,Photodynamic therapy,None,None,Single,Therapy,None,None,None,None,0,1,1,Regular
28741689,Adv Mater,2017,10.1002/adma.201701146,Inorganic,Gold,Systemic,IV,2,NA,Spherical,Peptide,>1,2,Low,1,1,Passive,None,None,Non PEGylated,None,None,None,,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Breast,Triple-negative,1,Single,99.97033,Very High,NA,NA,NA,NA,NA,NA,NA,Magnetic hyperthermia,None,None,Single,Theragnostic,MRI,None,None,None,1,1,2,Regular
28749498,Nanoscale,2017,10.1039/c7nr04039c,Inorganic,Silica,Systemic,IV,4,Positive,Spherical,Vitamins,1,2,Low,2,0,Active,Covalent,Covalent - EDC,Non PEGylated,None,Drugs,1,Anthracycline,0.75,1,NA,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Breast,Luminal A,NA,NA,96.875,High,NA,NA,NA,NA,NA,NA,NA,Photothermal therapy,Chemotherapy,None,Multiple,Therapy,Other,None,None,None,1,2,3,High
28755539,Biomaterials,2017,10.1016/j.biomaterials.2017.07.030,Inorganic,Silica,Systemic,IV,4,Neutral,Spherical,Polymer-Drugs,>1,5,High,4,1,Passive,None,None,PEGylated,Covalent - In_Shell,Drugs,>1,Kinase inhibitor + Natural product,78,4,NA,NA,NA,NA,Allograft heterotopic,Immunocompetent,Liver,,NA,NA,68.51851852,Low,NA,NA,NA,NA,NA,NA,NA,Chemotherapy,None,None,Single,Therapy,None,None,None,None,0,1,1,Regular
28786462,Nanoscale,2017,10.1039/c7nr04181k,Inorganic,Iron_oxide,Systemic,IV,3,NA,Spherical,Proteins,>1,3,Medium,2,1,Passive,None,None,Non PEGylated,None,None,None,,2.5,1,NA,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Breast,Triple-negative,1,Single,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,None,None,None,Diagnostic,MRI,None,None,None,1,0,1,Regular
28787664,Biomaterials,2017,10.1016/j.biomaterials.2017.07.037,Inorganic,Silica,Local,Intratumoral,3,NA,Spherical,Polymer,1,3,Medium,2,1,Passive,None,None,PEGylated,Covalent - Silane,None,None,,NA,NA,NA,NA,NA,NA,Allograft orthotopic,Immunocompetent,Breast,Metastatic,1,Single,100,Very High,NA,NA,NA,NA,NA,NA,NA,Photothermal therapy,None,None,Single,Theragnostic,Photoacoustic,None,None,None,1,1,2,Regular
28789518,ACS Appl Mater Interfaces,2017,10.1021/acsami.7b08939,Inorganic,Hybrid,Local,Intratumoral,3,Negative,Spherical,Polymer,>1,4,Medium,3,1,Passive,None,None,Non PEGylated,None,None,None,,12.5,3,NA,NA,NA,NA,Allograft heterotopic,Immunocompetent,Breast,Metastatic,1,Single,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other,None,None,Single,Theragnostic,MRI,None,None,None,1,1,2,Regular
28809413,Nanoscale,2017,10.1039/c7nr03847j,Inorganic,Gold,Systemic,IV,3,NA,Rod,Polymer,1,4,Medium,2,2,Passive,None,None,PEGylated,Covalent - Silane,None,None,,NA,NA,NA,NA,NA,NA,Allograft heterotopic,Immunocompetent,Breast,Metastatic,1,Single,NA,NA,NA,NA,NA,NA,NA,NA,NA,Photothermal therapy,None,None,Single,Theragnostic,MRI,None,None,None,1,1,2,Regular
28816044,ACS Appl Mater Interfaces,2017,10.1021/acsami.7b09599,Inorganic,Gold,Systemic,IV,3,Neutral,Spherical,Polymer-peptide,>1,5,High,5,0,Active,Covalent,Covalent - ThiolGold,PEGylated,Covalent - ThiolGold,None,None,,1.6,1,NA,5.2,Yes,NA,Allograft heterotopic,Immunocompromised,Cervix,,1,Single,47.22222,Low,385.4,22.3,48.8,High,Liver,Spleen,Kidney,Radiotherapy,None,None,Single,Therapy,None,None,None,None,0,1,1,Regular
28829476,Nanoscale,2017,10.1039/c7nr02751f,Inorganic,Hybrid,Local,Intratumoral,2,Positive,Spherical,Drugs,1,2,Low,2,0,Passive,None,None,PEGylated,Covalent - ThiolGold,None,None,Antimetabolite,NA,NA,Yes,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Pancreas,,4,Multiple,77.19298246,Medium,NA,NA,NA,NA,NA,NA,NA,Photothermal therapy,Chemotherapy,None,Multiple,Theragnostic,MRI,None,None,None,1,2,3,High
28836433,ACS Appl Mater Interfaces,2017,10.1021/acsami.7b06446,Inorganic,Silica,Systemic,IV,4,Positive,Rod,Polymer-Drugs,1,3,Medium,2,1,Active,Covalent,Covalent - NHS,PEGylated,Covalent - NHS,Other,>1,,40,3,Yes,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Liver,,NA,NA,88.88888889,Medium,NA,NA,NA,NA,NA,NA,NA,Photothermal therapy,Chemotherapy,None,Multiple,Therapy,None,None,None,None,0,2,2,Regular
28842375,Nanomedicine,2017,10.1016/j.nano.2017.08.006,Inorganic,Silica,Systemic,Other,4,Neutral,Spherical,Nucleic acid,>1,3,Medium,1,2,Passive,None,None,Non PEGylated,None,Drugs,>1,Anthracycline + Nucleic acid,NA,NA,NA,18.3,Yes,NA,Xenograft heterotopic,Immunocompromised,Breast,Triple-negative,NA,NA,NA,NA,22,23,8.2,Low,Kidney,Kidney,Liver,Chemotherapy,None,None,Single,Therapy,CT,None,None,None,1,1,2,Regular
28849917,ACS Appl Mater Interfaces,2017,10.1021/acsami.7b09458,Inorganic,Gold,Systemic,IV,NA,Negative,Rod,Other,1,1,Low,0,1,Passive,None,None,Non PEGylated,None,None,None,,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Pancreas,,1,Single,82.9545,Medium,NA,NA,NA,NA,NA,NA,NA,Photothermal therapy,None,None,Single,Therapy,Ultrasound,Photoacoustic,None,None,2,1,3,High
28850218,ACS Nano,2017,10.1021/acsnano.7b04461,Inorganic,Gold,Systemic,IV,2,Negative,Spherical,Polymer-Affibody,>1,3,Medium,1,2,Active,Covalent,Covalent - EDC,PEGylated,Covalent - In_Shell,None,None,,20,3,NA,23.2,Yes,NA,Xenograft heterotopic,Immunocompromised,Breast,Triple-negative,1,Single,100,Very High,134.9,124.4,37.9,Medium,Liver,Kidney,Heart,Photothermal therapy,None,None,Single,Therapy,MRI,Other,CT,None,3,1,4,High
28901139,ACS Appl Mater Interfaces,2017,10.1021/acsami.7b10699,Inorganic,Iron_oxide,Local,Intratumoral,2,NA,Other,None,None,0,None,0,0,Passive,None,None,Non PEGylated,None,Other,>1,Anthracycline + Taxane,87.7,4,Yes,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Breast,Triple-negative,1,Single,86.81318681,Medium,NA,NA,NA,NA,NA,NA,NA,Magnetic Hyperthermia,Chemotherapy,None,Multiple,Therapy,None,None,None,None,0,2,2,Regular
28902490,ACS Appl Mater Interfaces,2017,10.1021/acsami.7b08806,Inorganic,Silica,Local,Intratumoral,4,Negative,Spherical,None,None,0,None,0,0,Passive,None,None,Non PEGylated,None,Drugs,1,Anthracycline,4,1,Yes,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Prostate,,12,Multiple,79.50310559,Medium,NA,NA,NA,NA,NA,NA,NA,Chemotherapy,None,None,Single,Therapy,None,None,None,None,0,1,1,Regular
